filepath,song,artist,album
2009/11/24/1259087568363_20038.wav,Santa Claus Is Coming to Town,The Pointer Sisters,"A Very Special Christmas, Vol. 1"
2009/11/24/1259087769773_66658.wav,Two Step,Dave Matthews Band,Crash
2009/11/24/1259087899819_37959.wav,Have Yourself a Merry Little Christmas,Judy Garland,Traditional Christmas Classics
2009/11/24/1259088099590_21876.wav,Have Yourself a Merry Little Christmas,Judy Garland,Traditional Christmas Classics
2009/11/24/1259088154564_12177.wav,Have Yourself a Merry Little Christmas,Judy Garland,Traditional Christmas Classics
2009/11/24/1259088218433_97241.wav,Have Yourself a Merry Little Christmas,Judy Garland,Traditional Christmas Classics
2009/11/24/1259088291666_22647.wav,Have Yourself a Merry Little Christmas,Judy Garland,Traditional Christmas Classics
2009/11/24/1259088739520_54070.wav,Winter Wonderland,Eurythmics,"A Very Special Christmas, Vol. 1"
2009/11/24/1259088795609_19334.wav,Winter Wonderland,Eurythmics,"A Very Special Christmas, Vol. 1"
2009/11/24/1259088924515_26931.wav,Winter Wonderland,Eurythmics,"A Very Special Christmas, Vol. 1"
2009/11/24/1259088967628_13092.wav,Winter Wonderland,Eurythmics,"A Very Special Christmas, Vol. 1"
2009/11/24/1259089115470_30456.wav,Winter Wonderland,Eurythmics,"A Very Special Christmas, Vol. 1"
2009/11/24/1259089480877_32843.wav,White Christmas,Bing Crosby,"All-Time Christmas Favorites, Vol. 1"
2009/11/24/1259089544670_89557.wav,White Christmas,Bing Crosby,"All-Time Christmas Favorites, Vol. 1"
2009/11/24/1259089624054_14738.wav,White Christmas,Bing Crosby,"All-Time Christmas Favorites, Vol. 1"
2009/11/24/1259089988958_53841.wav,B.Y.O.B.,System of a Down,Mezmerize
2009/11/24/1259090308748_22463.wav,Rudolf the Red Nosed Reindeer,Christmas Music,"Magical Christmas Instrumentals, Vol. 3"
2009/11/24/1259090367038_67580.wav,Rudolf the Red Nosed Reindeer,Gene Autry,The Story of Christmas
2009/11/24/1259090410772_41085.wav,Rudolf the Red Nosed Reindeer,Gene Autry,The Story of Christmas
2009/11/24/1259090486055_22412.wav,Rudolf the Red Nosed Reindeer,Gene Autry,The Story of Christmas
2009/11/24/1259090807221_73410.wav,Jingle Bell Rock,Bobby Helms,Number 1's: Christmas
2009/11/24/1259090858801_55252.wav,Jingle Bell Rock,Bobby Helms,Number 1's: Christmas
2009/11/24/1259090996179_70072.wav,Jingle Bell Rock,Bobby Helms,Number 1's: Christmas
2009/11/24/1259091056524_83743.wav,Jingle Bell Rock,Bobby Helms,Number 1's: Christmas
2009/11/24/1259091205847_67912.wav,Jingle Bell Rock,Bobby Helms,Number 1's: Christmas
2009/11/24/1259091543153_15841.wav,I'll Be Home for Christmas,Bing Crosby,White Christmas
2009/11/24/1259091586795_52333.wav,I'll Be Home for Christmas,Bing Crosby,White Christmas
2009/11/24/1259091712640_64977.wav,I'll Be Home for Christmas,Bing Crosby,White Christmas
2009/11/24/1259092134770_42468.wav,The Little Drummer Boy,Bing Crosby,Bing Crosby: Christmas Classics
2009/11/24/1259092182623_92636.wav,The Little Drummer Boy,Bing Crosby,Bing Crosby: Christmas Classics
2009/11/24/1259092278655_49794.wav,The Little Drummer Boy,Bing Crosby,Bing Crosby: Christmas Classics
2009/11/24/1259092485746_19951.wav,Sleigh Ride,Leroy Anderson,Traditional Christmas Classics
2009/11/24/1259092527001_60427.wav,Sleigh Ride,Leroy Anderson,Traditional Christmas Classics
2009/11/24/1259092613136_19295.wav,Sleigh Ride,Leroy Anderson,Traditional Christmas Classics
2009/11/24/1259092826174_20527.wav,It's the Most Wonderful Time of the Year,Andy Williams,Moon River: The Very Best of Andy Williams
2009/11/24/1259092860220_66831.wav,It's the Most Wonderful Time of the Year,Andy Williams,Moon River: The Very Best of Andy Williams
2009/11/24/1259092930068_91417.wav,It's the Most Wonderful Time of the Year,Andy Williams,Moon River: The Very Best of Andy Williams
2009/11/24/1259093129305_21410.wav,Silver Bells,Johnny Mathis,Merry Christmas
2009/11/24/1259093183256_54695.wav,Silver Bells,Johnny Mathis,Merry Christmas
2009/11/24/1259093286519_53011.wav,Silver Bells,Johnny Mathis,Merry Christmas
2009/11/24/1259093346584_94008.wav,Silver Bells,Johnny Mathis,Merry Christmas
2009/11/24/1259093448550_46974.wav,Silver Bells,Johnny Mathis,Merry Christmas
2009/11/24/1259100009271_67671.wav,Feelin' Good Again,Robert Earl Keen,Walking Distance
2009/11/24/1259121811848_60001.wav,Sugar (Gimme Some),Trick Daddy,Thug Matrimony - Married to the Streets
2009/11/25/1259148856426_15670.wav,It Ain't Easy,2Pac,Me Against the World
2009/11/25/1259164098243_34464.wav,Tom Sawyer,Rush,Chronicles
2009/11/25/1259165589894_40749.wav,The Christmas Song (Chestnuts Roasting On an Open Fire),Mel Tormé,16 Most Requested Songs
2009/11/25/1259165611613_85191.wav,Last Nite,The Strokes,Is This It
2009/11/25/1259165759737_52368.wav,Bohemian Rhapsody,Queen,Classic Queen
2009/11/25/1259165840271_83105.wav,White Winter Hymnal,Fleet Foxes,Fleet Foxes
2009/11/25/1259165895643_36798.wav,Santa Claus Is Coming to Town,The Pointer Sisters,"A Very Special Christmas, Vol. 1"
2009/11/25/1259165906522_16392.wav,Somebody Told Me,The Killers,Hot Fuss
2009/11/25/1259166578760_54818.wav,Have Yourself a Merry Little Christmas,Judy Garland,Traditional Christmas Classics
2009/11/25/1259166755979_95725.wav,Have Yourself a Merry Little Christmas,Judy Garland,Traditional Christmas Classics
2009/11/25/1259167183623_18794.wav,Winter Wonderland,Eurythmics,"A Very Special Christmas, Vol. 1"
2009/11/25/1259167315629_89095.wav,Winter Wonderland,Eurythmics,"A Very Special Christmas, Vol. 1"
2009/11/25/1259167834429_41960.wav,White Christmas,Bing Crosby,"All-Time Christmas Favorites, Vol. 1"
2009/11/25/1259168092421_19406.wav,White Christmas,Bing Crosby,"All-Time Christmas Favorites, Vol. 1"
2009/11/25/1259169492382_14264.wav,Jingle Bell Rock,Bobby Helms,Number 1's: Christmas
2009/11/25/1259169576876_21721.wav,Jingle Bell Rock,Bobby Helms,Number 1's: Christmas
2009/11/25/1259170216420_40132.wav,I'll Be Home for Christmas,Bing Crosby,White Christmas
2009/11/25/1259170407059_19960.wav,I'll Be Home for Christmas,Bing Crosby,White Christmas
2009/11/25/1259171320573_15430.wav,The Little Drummer Boy,Bing Crosby,Bing Crosby: Christmas Classics
2009/11/25/1259171444891_63739.wav,The Little Drummer Boy,Bing Crosby,Bing Crosby: Christmas Classics
2009/11/25/1259171649685_20064.wav,Sleigh Ride,Leroy Anderson,Traditional Christmas Classics
2009/11/25/1259171810250_47064.wav,Sleigh Ride,Leroy Anderson,Traditional Christmas Classics
2009/11/25/1259172757878_77743.wav,Rockin' Around the Christmas Tree,Brenda Lee,Rockin' Around the Christmas Tree
2009/11/25/1259172805518_33260.wav,Rockin' Around the Christmas Tree,Brenda Lee,Rockin' Around the Christmas Tree
2009/11/25/1259172931143_94349.wav,Rockin' Around the Christmas Tree,Brenda Lee,Rockin' Around the Christmas Tree
2009/11/25/1259172976486_29722.wav,Rockin' Around the Christmas Tree,Brenda Lee,Rockin' Around the Christmas Tree
2009/11/25/1259173058266_88439.wav,Rockin' Around the Christmas Tree,Brenda Lee,Rockin' Around the Christmas Tree
2009/11/25/1259173307516_19079.wav,Blue Christmas,Elvis Presley,Elvis' Christmas Album
2009/11/25/1259173345623_71879.wav,Blue Christmas,Elvis Presley,Elvis' Christmas Album
2009/11/25/1259173421908_43404.wav,Blue Christmas,Elvis Presley,Elvis' Christmas Album
2009/11/25/1259173761591_91318.wav,Frosty the Snowman,Gene Autry,Rudolph the Red Nosed Reindeer and Other Christmas Classics
2009/11/25/1259173799640_25812.wav,Frosty the Snowman,Gene Autry,Rudolph the Red Nosed Reindeer and Other Christmas Classics
2009/11/25/1259173900544_58446.wav,Frosty the Snowman,Gene Autry,Rudolph the Red Nosed Reindeer and Other Christmas Classics
2009/11/25/1259174163353_35346.wav,A Holly Jolly Christmas,Burl Ives,Have a Holly Jolly Christmas
2009/11/25/1259174220285_47676.wav,A Holly Jolly Christmas,Burl Ives,Have a Holly Jolly Christmas
2009/11/25/1259174310004_33228.wav,A Holly Jolly Christmas,Burl Ives,Have a Holly Jolly Christmas
2009/11/25/1259174724177_81073.wav,I Saw Mommy Kissing Santa Claus,Santa's Sleighriders,"My Favourite Christmas Album, Vol. 2"
2009/11/25/1259174776151_89079.wav,I Saw Mommy Kissing Santa Claus,Santa's Sleighriders,"My Favourite Christmas Album, Vol. 2"
2009/11/25/1259174859611_98619.wav,I Saw Mommy Kissing Santa Claus,Santa's Sleighriders,"My Favourite Christmas Album, Vol. 2"
2009/11/25/1259175072941_17775.wav,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,Rudolph the Red Nosed Reindeer and Other Christmas Classics
2009/11/25/1259175116858_55292.wav,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,Rudolph the Red Nosed Reindeer and Other Christmas Classics
2009/11/25/1259175192243_56385.wav,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,Rudolph the Red Nosed Reindeer and Other Christmas Classics
2009/11/25/1259175490817_47898.wav,It's Beginning to Look a Lot Like Christmas,Bing Crosby,The Very Best of Bing Crosby Christmas
2009/11/25/1259175571206_58739.wav,It's Beginning to Look a Lot Like Christmas,Bing Crosby,The Very Best of Bing Crosby Christmas
2009/11/25/1259175667153_64349.wav,It's Beginning to Look a Lot Like Christmas,Bing Crosby,The Very Best of Bing Crosby Christmas
2009/11/25/1259175821333_84296.wav,(There's No Place Like) Home for the Holidays,Perry Como,A Perry Como Christmas
2009/11/25/1259175874535_24337.wav,(There's No Place Like) Home for the Holidays,Perry Como,A Perry Como Christmas
2009/11/25/1259175956316_21447.wav,(There's No Place Like) Home for the Holidays,Perry Como,A Perry Como Christmas
2009/11/25/1259176137402_71165.wav,Carol of the Bells,Mannheim Steamroller,A Fresh Aire Christmas
2009/11/25/1259176172411_53399.wav,Carol of the Bells,Mannheim Steamroller,A Fresh Aire Christmas
2009/11/25/1259176221501_81815.wav,Carol of the Bells,Mannheim Steamroller,A Fresh Aire Christmas
2009/11/25/1259176402612_91671.wav,Santa Baby,Eartha Kitt,Strangers In the Starlight
2009/11/28/1259455778838_11470.wav,If I Ever Fall In Love,Shai,20th Century Masters - The Millennium Collection: The Best of Shai
2009/11/28/1259456464803_60227.wav,Last Night,Az Yet,Az Yet
2009/11/28/1259457030625_43600.wav,Hard to Say I'm Sorry,Az Yet,Az Yet
2009/11/28/1259457856241_96576.wav,Happy Face,Destiny's Child,The Master of Disguise (Music from the Motion Picture)
2009/11/28/1259459570402_61315.wav,Sandy,John Travolta,Grease (Soundtrack from the Motion Picture)
2009/11/30/1259597300943_22124.wav,Rudolph the Red-Nosed Reindeer,Burl Ives,The Very Best of Burl Ives Christmas
2009/11/30/1259597486982_91986.wav,Rudolph the Red-Nosed Reindeer,Burl Ives,The Very Best of Burl Ives Christmas
2009/11/30/1259597920902_66987.wav,It's the Most Wonderful Time of the Year,Andy Williams,Moon River: The Very Best of Andy Williams
2009/11/30/1259598072976_37512.wav,It's the Most Wonderful Time of the Year,Andy Williams,Moon River: The Very Best of Andy Williams
2009/11/30/1259598349721_68362.wav,Hey Jude,The Beatles,1
2009/11/30/1259598524510_34471.wav,Silver Bells,Johnny Mathis,Merry Christmas
2009/11/30/1259598703486_10041.wav,Silver Bells,Johnny Mathis,Merry Christmas
2009/11/30/1259599003002_71215.wav,Two Step,Dave Matthews Band,Crash
2009/11/30/1259599052836_67744.wav,Rockin' Around the Christmas Tree,Brenda Lee,Rockin' Around the Christmas Tree
2009/11/30/1259599196440_24233.wav,Rockin' Around the Christmas Tree,Brenda Lee,Rockin' Around the Christmas Tree
2009/11/30/1259599757520_55716.wav,With or Without You,U2,The Joshua Tree
2009/11/30/1259599927799_65163.wav,Blue Christmas,Elvis Presley,Elvis' Christmas Album
2009/11/30/1259600201192_12103.wav,Blue Christmas,Elvis Presley,Elvis' Christmas Album
2009/11/30/1259600587483_40481.wav,Frosty the Snowman,Gene Autry,Rudolph the Red Nosed Reindeer and Other Christmas Classics
2009/11/30/1259600699893_10530.wav,Frosty the Snowman,Gene Autry,Rudolph the Red Nosed Reindeer and Other Christmas Classics
2009/11/30/1259601063866_27494.wav,A Holly Jolly Christmas,Burl Ives,Have a Holly Jolly Christmas
2009/11/30/1259601507186_75737.wav,A Holly Jolly Christmas,Burl Ives,Have a Holly Jolly Christmas
2009/11/30/1259602098170_87526.wav,I Saw Mommy Kissing Santa Claus,Santa's Sleighriders,"My Favourite Christmas Album, Vol. 2"
2009/11/30/1259602242162_93840.wav,I Saw Mommy Kissing Santa Claus,Santa's Sleighriders,"My Favourite Christmas Album, Vol. 2"
2009/11/30/1259602784600_79702.wav,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,Rudolph the Red Nosed Reindeer and Other Christmas Classics
2009/11/30/1259602866112_19362.wav,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,Rudolph the Red Nosed Reindeer and Other Christmas Classics
2009/11/30/1259603484495_32549.wav,It's Beginning to Look a Lot Like Christmas,Bing Crosby,The Very Best of Bing Crosby Christmas
2009/11/30/1259603586403_66832.wav,It's Beginning to Look a Lot Like Christmas,Bing Crosby,The Very Best of Bing Crosby Christmas
2009/11/30/1259603787358_36587.wav,Santa Baby,Eartha Kitt,Strangers In the Starlight
2009/11/30/1259603873352_31432.wav,Santa Baby,Eartha Kitt,Strangers In the Starlight
2009/11/30/1259612687799_83267.wav,Wonderful Christmas Time,Studio All-Stars,A Rockin' Good Christmas
2009/11/30/1259612754983_97460.wav,Wonderful Christmas Time,Studio All-Stars,A Rockin' Good Christmas
2009/11/30/1259612848267_83119.wav,Wonderful Christmas Time,Studio All-Stars,A Rockin' Good Christmas
2009/11/30/1259613213285_20958.wav,White Christmas,Bing Crosby,"All-Time Christmas Favorites, Vol. 1"
2009/11/30/1259613412874_77194.wav,White Christmas,Bing Crosby,"All-Time Christmas Favorites, Vol. 1"
2009/11/30/1259613519069_57722.wav,White Christmas,Bing Crosby,"All-Time Christmas Favorites, Vol. 1"
2009/11/30/1259613733024_51708.wav,The Chipmunk Song (Christmas Don't Be Late),Alvin & The Chipmunks,Greatest Hits: Still Squeaky After All These Years
2009/11/30/1259613837246_14159.wav,The Chipmunk Song (Christmas Don't Be Late),Alvin & The Chipmunks,Greatest Hits: Still Squeaky After All These Years
2009/11/30/1259613926677_87943.wav,The Chipmunk Song (Christmas Don't Be Late),Alvin & The Chipmunks,Greatest Hits: Still Squeaky After All These Years
2009/11/30/1259614101519_90700.wav,Rudolf the Red Nosed Reindeer,Gene Autry,The Story of Christmas
2009/11/30/1259614186185_99518.wav,Rudolf the Red Nosed Reindeer,Gene Autry,The Story of Christmas
2009/11/30/1259614315101_43579.wav,Rudolf the Red Nosed Reindeer,Gene Autry,The Story of Christmas
2009/11/30/1259614570958_49931.wav,I Saw Mommy Kissing Santa Claus,Jimmy Boyd,First Christmas Record for Children
2009/11/30/1259614627826_82922.wav,I Saw Mommy Kissing Santa Claus,Jimmy Boyd,First Christmas Record for Children
2009/11/30/1259614722055_78738.wav,I Saw Mommy Kissing Santa Claus,Jimmy Boyd,First Christmas Record for Children
2009/11/30/1259614913984_77026.wav,Jingle Bell Rock,Bobby Helms,Number 1's: Christmas
2009/11/30/1259615034395_66003.wav,Jingle Bell Rock,Bobby Helms,Number 1's: Christmas
2009/11/30/1259615104952_48592.wav,Jingle Bell Rock,Bobby Helms,Number 1's: Christmas
2009/11/30/1259615413445_79593.wav,The Christmas Song,Josh Groban,Noël
2009/11/30/1259615498983_48088.wav,The Christmas Song,Josh Groban,Noël
2009/11/30/1259615564554_65509.wav,The Christmas Song,Josh Groban,Noël
2009/11/30/1259615836967_31510.wav,Snoopy's Christmas,The Royal Guardsmen,Snoopy's Christmas & It Kind Looks Like Christmas - Single
2009/11/30/1259615922599_85095.wav,Snoopy's Christmas,The Royal Guardsmen,Snoopy's Christmas & It Kind Looks Like Christmas - Single
2009/11/30/1259615998704_66318.wav,Snoopy's Christmas,The Royal Guardsmen,Snoopy's Christmas & It Kind Looks Like Christmas - Single
2009/11/30/1259616477376_68502.wav,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,Rudolph the Red Nosed Reindeer and Other Christmas Classics
2009/11/30/1259616591358_23808.wav,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,Rudolph the Red Nosed Reindeer and Other Christmas Classics
2009/11/30/1259616660185_40184.wav,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,Rudolph the Red Nosed Reindeer and Other Christmas Classics
2009/11/30/1259617141554_41815.wav,The Little Drummer Boy,The Harry Simeone Choir,The Little Drummer Boy
2009/11/30/1259617262451_82071.wav,The Little Drummer Boy,The Harry Simeone Choir,The Little Drummer Boy
2009/11/30/1259617338198_85520.wav,The Little Drummer Boy,The Harry Simeone Choir,The Little Drummer Boy
2009/11/30/1259617713294_92182.wav,Donde Esta Santa Claus,Augie Rios,100 Oldies But Goodies Christmas
2009/11/30/1259617827150_29277.wav,Donde Esta Santa Claus,Augie Rios,100 Oldies But Goodies Christmas
2009/11/30/1259617900162_83152.wav,Donde Esta Santa Claus,Augie Rios,100 Oldies But Goodies Christmas
2009/11/30/1259618136657_80464.wav,Rockin' Around the Christmas Tree,Brenda Lee,Rockin' Around the Christmas Tree
2009/11/30/1259618237348_56186.wav,Rockin' Around the Christmas Tree,Brenda Lee,Rockin' Around the Christmas Tree
2009/11/30/1259618308035_85275.wav,Rockin' Around the Christmas Tree,Brenda Lee,Rockin' Around the Christmas Tree
2009/11/30/1259618735932_64779.wav,Wonderful Christmastime,Paul McCartney,Now That's What I Call Christmas!
2009/11/30/1259618807285_37899.wav,Wonderful Christmastime,Paul McCartney,Now That's What I Call Christmas!
2009/11/30/1259619216075_81887.wav,The Chipmunk Song (Christmas Don't Be Late),Alvin & The Chipmunks,Greatest Hits: Still Squeaky After All These Years
2009/11/30/1259619406986_53351.wav,The Chipmunk Song (Christmas Don't Be Late),Alvin & The Chipmunks,Greatest Hits: Still Squeaky After All These Years
2009/11/30/1259619461369_89364.wav,The Chipmunk Song (Christmas Don't Be Late),Alvin & The Chipmunks,Greatest Hits: Still Squeaky After All These Years
